iter	Passed	Remaining
768	7448	2237
769	7458	2227
770	7468	2218
771	7477	2208
772	7487	2198
773	7497	2189
774	7506	2179
775	7515	2169
776	7532	2161
777	7546	2153
778	7557	2144
779	7568	2134
780	7577	2124
781	7587	2115
782	7596	2105
783	7606	2095
784	7615	2085
785	7625	2076
786	7635	2066
787	7644	2056
788	7654	2046
789	7664	2037
790	7673	2027
791	7683	2017
792	7693	2008
793	7703	1998
794	7712	1988
795	7722	1979
796	7731	1969
797	7741	1959
798	7750	1949
799	7760	1940
800	7770	1930
801	7779	1920
802	7789	1910
803	7800	1901
804	7809	1891
805	7819	1882
806	7829	1872
807	7839	1862
808	7849	1853
809	7858	1843
810	7867	1833
811	7877	1823
812	7886	1814
813	7896	1804
814	7905	1794
815	7914	1784
816	7924	1774
817	7933	1765
818	7942	1755
819	7953	1745
820	7962	1736
821	7971	1726
822	7981	1716
823	7990	1706
824	8000	1697
825	8010	1687
826	8019	1677
827	8029	1668
828	8038	1658
829	8047	1648
830	8056	1638
831	8066	1628
832	8075	1619
833	8085	1609
